岚图,岚图知音,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/70fa8bd13de541b3a3e9559fe2cce88f~tplv-resize:640:0.png,3514,"[17.89, 21.89]",岚图汽车,467,中型SUV,纯电动,2024.10,5年或10万公里
标致,标致4008,https://p3-dcd.byteimg.com/img/motor-mis-img/736419b6347a430fa6ef5941234c9513~tplv-resize:640:0.png,3501,"[12.97, 13.97]",东风标致,468,紧凑型SUV,汽油,2024.07,3年或10万公里
坦克,坦克500,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7e1123bc34a04252baefc8fcd07a0323~tplv-resize:640:0.png,3486,"[33.5, 39.5]",长城汽车,469,中大型SUV,48V轻混系统,2023.03,5年或15万公里
红旗,红旗HS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d88db156ed514c43a111d5f57a4e797d~tplv-resize:640:0.png,3470,"[20.08, 28.08]",一汽红旗,470,中大型SUV,48V轻混系统,2024.08,4年或10万公里
岚图,岚图梦想家 EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0099601a4f4149e6b2fb78eb06626829~tplv-resize:640:0.png,3469,"[33.99, 46.99]",岚图汽车,471,中大型MPV,纯电动,2024.09,5年或10万公里
马自达,马自达EZ-6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e7bf03f497aa427e99eda2bbb944f952~tplv-resize:640:0.png,3462,"[13.98, 17.98]",长安马自达,472,中型车,纯电动,2024.10,3年或10万公里
起亚,智跑,https://p9-dcd.byteimg.com/img/motor-mis-img/93ee7cb27ef156bcbacc11dc008960e1~tplv-resize:640:0.png,3412,"[10.5, 12.38]",起亚,473,紧凑型SUV,汽油,2021.07,5年或10万公里
宝骏,宝骏KiWi EV,https://p3-dcd.byteimg.com/img/motor-mis-img/efdc6c8ac11f8f256a1a69c114935b01~tplv-resize:640:0.png,3362,"[8.38, 9.88]",上汽通用五菱,474,微型车,纯电动,2022.09,3年或6万公里
标致,标致408X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4211faff193940beab4af0d54f89ec2d~tplv-resize:640:0.png,3361,"[13.17, 15.77]",东风标致,475,中型车,汽油,2024.07,5年或15万公里
iCAR,iCAR V23,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c2b4f02e9ae14a7191739c5ea78eb942~tplv-resize:640:0.png,3323,"[9.98, 14.98]",奇瑞新能源,476,紧凑型SUV,纯电动,2024.12,5年或12万公里
思皓,思皓花仙子,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7a7c73fd87fe459f9f75a1ebdcf7c74a~tplv-resize:640:0.png,3314,"[5.59, 7.49]",江汽集团,477,微型车,纯电动,2022.11,3年或12万公里
智己汽车,智己LS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/54f6f3a1df194fefb451ad6404921f0a~tplv-resize:640:0.png,3305,"[24.98, 41.98]",智己汽车,478,中大型SUV,纯电动,2024.06,5年或15万公里
江铃集团新能源,羿,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0ac527702eb54802bd818a25aa6a403b~tplv-resize:640:0.png,3296,"[11.88, 19.98]",江铃集团新能源,479,紧凑型车,纯电动,2024.04,3年或6万公里
丰田,亚洲狮,https://p3-dcd.byteimg.com/img/motor-mis-img/425ce00970c41af596f5fb6d21b7fed9~tplv-resize:640:0.png,3243,"[10.38, 14.18]",一汽丰田,480,紧凑型车,汽油,2023.05,3年或10万公里
奔腾,奔腾T55,https://p3-dcd.byteimg.com/img/motor-mis-img/5eb9a1106aaeba38383586d41c10fd06~tplv-resize:640:0.png,3182,"[8.59, 10.49]",一汽奔腾,481,紧凑型SUV,汽油,2023.04,3年或10万公里
东风纳米,纳米BOX,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/49485a6aaae1402388ea2f897d97f5a7~tplv-resize:640:0.png,3148,"[4.07, 5.97]",东风汽车,482,小型SUV,纯电动,2023.04,3年或6万公里
奔驰,奔驰EQE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/69603f3380e245e9a654ee65bb257347~tplv-resize:640:0.png,3141,"[36.8, 51.7]",北京奔驰,483,中大型车,纯电动,2024.11,3年不限公里
吉利几何,吉利几何G6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2aa2a7143c4c4d849d972ea8ee260ca2~tplv-resize:640:0.png,3072,"[11.98, 18.28]",吉利几何,484,紧凑型车,纯电动,2023.09,4年或12万公里
荣威,荣威Ei5,https://p3-dcd.byteimg.com/img/motor-mis-img/f44c223bbfe4ddf0d92ef89139ae89bd~tplv-resize:640:0.png,3060,"[15.28, 16.68]",上汽集团,485,紧凑型车,纯电动,2021.03,3年或10万公里
沃尔沃,沃尔沃S90 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fb3125521f0f4b9bb5166a48cd9a5557~tplv-resize:640:0.png,3052,"[37.99, 46.89]",沃尔沃亚太,486,中大型车,插电式混合动力,2024.10,3年不限公里
东风风光,风光380,https://p3-dcd.byteimg.com/img/motor-mis-img/e87c65ae4c1e522f6a6e6c7eb2ed110d~tplv-resize:640:0.png,3029,"[5.28, 6.08]",东风小康,487,微面,汽油,2022.06,3年或6万公里
领克,领克Z20,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/a9809a8ed58142b9b846fd649aa429fa~tplv-resize:640:0.png,2990,"[13.59, 15.09]",领克,488,紧凑型SUV,纯电动,2024.12,5年或10万公里
飞凡汽车,飞凡F7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/05418ae564404a428099f08313bb880d~tplv-resize:640:0.png,2921,"[18.99, 25.99]",飞凡汽车,489,中大型车,纯电动,2023.11,5年或12万公里
五菱汽车,五菱星云,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8e1e7ccb63a5461ca752b715b97dcba2~tplv-resize:640:0.png,2869,"[8.08, 9.48]",上汽通用五菱,490,紧凑型SUV,油电混合,2023.09,3年或10万公里
蔚来,蔚来EC7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/885a4f39f1d84a7aadde3c114219c1dd~tplv-resize:640:0.png,2865,"[45.8, 54.8]",蔚来,491,中大型SUV,纯电动,2024.02,3年或12万公里
雪佛兰,探界者,https://p3-dcd.byteimg.com/img/motor-mis-img/d0cade284d533a6e482e19d58e728e01~tplv-resize:640:0.png,2842,"[11.09, 15.59]",上汽通用雪佛兰,492,中型SUV,汽油,2023.05,3年或10万公里
东风风度,帕拉丁,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0bcc2774198b49a0888e3193bed0093a~tplv-resize:640:0.png,2790,"[16.98, 26.18]",郑州日产,493,中型SUV,汽油,2024.04,3年或10万公里
红旗,红旗HQ9 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c97f39fcbb28433aad656ad98ff3d6c8~tplv-resize:640:0.png,2758,"[35.88, 53.88]",一汽红旗,494,中大型MPV,插电式混合动力,2024.04,4年或10万公里
思铭,东风本田M-NV,https://p9-dcd.byteimg.com/img/motor-mis-img/b20ad2749ca184a995d7d9b88d20b147~tplv-resize:640:0.png,2754,"[13.18, 14.18]",东风本田,495,小型SUV,纯电动,2023.06,3年或12万公里
大众,探岳GTE,https://p9-dcd.byteimg.com/img/motor-mis-img/aac0f155b2015c4933cda7ea9afec655~tplv-resize:640:0.png,2750,"[18.79, 18.79]",一汽-大众,496,中型SUV,插电式混合动力,2023.09,3年或10万公里
荣威,荣威eRX5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e6c1c61db1b244cd87614a65ebe5ac0e~tplv-resize:640:0.png,2749,"[13.59, 14.79]",上汽集团,497,紧凑型SUV,插电式混合动力,2022.08,3年或10万公里
东风风行,菱智M5 EV,https://p9-dcd.byteimg.com/img/motor-mis-img/15d17f467e2b685be5487fe2fcad8df9~tplv-resize:640:0.png,2747,"[9.99, 19.19]",东风风行,498,中型MPV,纯电动,2024.11,5年或10万公里
本田,本田e:NS1,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0a57ed27aacd44b481e78ac2404d68e1~tplv-resize:640:0.png,2737,"[15.5, 19.8]",东风本田,499,小型SUV,纯电动,2022.04,3年或12万公里
凌宝汽车,凌宝Uni,https://p9-dcd.byteimg.com/img/motor-mis-img/f0549e706e22b4bef069b9e470c55ff3~tplv-resize:640:0.png,2734,"[2.98, 3.98]",吉麦新能源,500,微型车,纯电动,2024.12,3年或10万公里
奔驰,奔驰EQA,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/06f97e6d149a4a5ba9bfbcb7c717a105~tplv-resize:640:0.png,2721,"[21.2, 21.2]",北京奔驰,501,紧凑型SUV,纯电动,2024.08,3年不限公里
东风风光,风光500,https://p9-dcd.byteimg.com/img/motor-mis-img/e70c2c39ab8b0a1e6e4d38c67e96c92f~tplv-resize:640:0.png,2718,"[6.18, 8.58]",东风小康,502,紧凑型SUV,汽油,2021.08,7年或15万公里
本田,e:NP2 极湃2,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ee70fe92147b48e0b0dadf6640efa893~tplv-resize:640:0.png,2694,"[15.18, 15.18]",广汽本田,503,紧凑型SUV,纯电动,2024.04,3年或12万公里
中国重汽VGV,VGV U70,https://p9-dcd.byteimg.com/img/motor-mis-img/8962f78d7a160bfa32466bf7fc4be7ee~tplv-resize:640:0.png,2662,"[7.79, 11.89]",中国重汽VGV,504,中型SUV,汽油,2021.01,7年或15万公里
本田,本田LIFE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/be382f51ae294caca8a0db835819303a~tplv-resize:640:0.png,2643,"[7.98, 9.48]",东风本田,505,小型车,汽油,2023.01,3年或10万公里
江淮钇为,爱跑,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/99c0e84612604e6bb00ed8b4c57a1ab5~tplv-resize:640:0.png,2615,"[13.99, 18.09]",江汽集团,506,紧凑型车,纯电动,2024.03,3年或12万公里
雪佛兰,迈锐宝XL,https://p3-dcd.byteimg.com/img/motor-mis-img/8171a91a9f3017a9001e682797dc5f77~tplv-resize:640:0.png,2595,"[11.59, 15.99]",上汽通用雪佛兰,507,中型车,汽油,2023.06,3年或10万公里
凯迪拉克,凯迪拉克GT4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6db297a9abf54fcb86895a89462201a4~tplv-resize:640:0.png,2572,"[14.99, 23.97]",上汽通用凯迪拉克,508,紧凑型SUV,48V轻混系统,2023.05,3年不限公里
宝骏,宝骏云海PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3f8e93182cba4fdc865c174b20ae0999~tplv-resize:640:0.png,2564,"[10.98, 12.38]",上汽通用五菱,509,紧凑型SUV,插电式混合动力,2024.09,6年或15万公里
标致,标致508L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e3b8a7573b784ab388129d474b434366~tplv-resize:640:0.png,2551,"[14.67, 19.07]",东风标致,510,中型车,汽油,2023.08,5年或15万公里
荣威,荣威iMAX8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6db94c2ed63e49d6a42eba931d90c2c0~tplv-resize:640:0.png,2533,"[16.58, 23.58]",上汽集团,511,中大型MPV,汽油,2023.03,3年或10万公里
奇瑞,瑞虎7 PLUS PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/70299e32370848008bda667b5e498029~tplv-resize:640:0.png,2526,"[11.69, 15.39]",奇瑞汽车,512,紧凑型SUV,插电式混合动力,2023.08,3年或10万公里
斯柯达,柯迪亚克,https://p3-dcd.byteimg.com/img/motor-mis-img/bdbd1bffe440a691fb9e8c37ab20e8f6~tplv-resize:640:0.png,2510,"[13.99, 22.39]",上汽大众斯柯达,513,中型SUV,汽油,2024.09,3年或10万公里
东风风光,风光580,https://p3-dcd.byteimg.com/img/motor-mis-img/81ce7abfa259e4a8e2764f1000f284d5~tplv-resize:640:0.png,2507,"[7.99, 12.99]",东风小康,514,中型SUV,汽油,2021.11,7年或15万公里
东风风行,风行T5,https://p3-dcd.byteimg.com/img/motor-mis-img/f064dda2650019f6c0ba1e1f1a96135c~tplv-resize:640:0.png,2500,"[6.49, 12.49]",东风风行,515,紧凑型SUV,汽油,2023.11,8年或16万公里
欧拉,欧拉闪电猫,https://p9-dcd.byteimg.com/img/motor-mis-img/9a42521e00f5301bbf77aaec4f602946~tplv-resize:640:0.png,2479,"[18.98, 26.98]",长城汽车,516,中型车,纯电动,2022.10,5年或15万公里
红旗,红旗HQ9,https://p9-dcd.byteimg.com/img/motor-mis-img/b690e5fd5c48d8da3726a893a2d296cf~tplv-resize:640:0.png,2473,"[35.88, 53.88]",一汽红旗,517,中大型MPV,48V轻混系统,2024.04,4年或10万公里
马自达,马自达CX-30,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d266c935398141da87d4cdcd0a25d7fe~tplv-resize:640:0.png,2462,"[9.99, 18.29]",长安马自达,518,小型SUV,汽油,2024.07,3年或10万公里
凯迪拉克,IQ傲歌,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/63529507cdcd4edd873e149c1ae05bae~tplv-resize:640:0.png,2386,"[23.97, 26.97]",上汽通用凯迪拉克,519,中型SUV,纯电动,2024.04,3年不限公里
斯柯达,柯珞克,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5d64b637b63a4291ad2e9e94cf897aa7~tplv-resize:640:0.png,2381,"[11.99, 12.49]",上汽大众斯柯达,520,紧凑型SUV,汽油,2024.09,3年或10万公里
坦克,坦克300 Hi4-T,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/99d769f73e1c440182f4ba6fb836579e~tplv-resize:640:0.png,2371,"[26.98, 26.98]",长城汽车,521,紧凑型SUV,插电式混合动力,2024.04,5年或15万公里
东风风行,风行T5 EVO,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3bf531df6ea944619da286295d32c5c6~tplv-resize:640:0.png,2362,"[9.49, 13.49]",东风风行,522,紧凑型SUV,汽油,2023.05,8年或16万公里
名爵,MG ONE,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6aca48597c4c478195acd0dbcee6aa10~tplv-resize:640:0.png,2333,"[8.78, 13.88]",上汽集团,523,紧凑型SUV,汽油,2023.07,3年或10万公里
本田,皓影 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/fede19012b59405dbaf2cb12c3700cc0~tplv-resize:640:0.png,2317,"[19.59, 23.99]",广汽本田,524,紧凑型SUV,插电式混合动力,2024.10,3年或10万公里
合创汽车,合创Z03,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/966f8986005d4b1e9b62bd3bc3231f39~tplv-resize:640:0.png,2314,"[13.48, 18.28]",合创汽车,525,紧凑型SUV,纯电动,2022.04,4年或15万公里
吉利几何,帝豪EV,https://p3-dcd.byteimg.com/img/motor-mis-img/0fd8b1fa3b9415afad38741c159dd3e5~tplv-resize:640:0.png,2314,"[15.58, 16.58]",吉利几何,526,紧凑型车,纯电动,2022.08,1年或15万公里
奇瑞,探索06 C-DM,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fa192b151b914ddc900ebf49f02d00db~tplv-resize:640:0.png,2292,"[11.29, 13.29]",奇瑞汽车,527,紧凑型SUV,插电式混合动力,2024.12,3年或10万公里
星途,星途追风,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/04e86b0d24e647f6ae1fae3ef6b32be3~tplv-resize:640:0.png,2233,"[10.99, 16.99]",星途,528,紧凑型SUV,汽油,2023.09,3年或10万公里
别克,昂科旗,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/828d04d3019749c682f427b0303f6c7f~tplv-resize:640:0.png,2224,"[21.99, 27.99]",上汽通用别克,529,中大型SUV,48V轻混系统,2021.08,3年或10万公里
奇瑞,欧萌达,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e808c50f5aa946ceb93ff4ec14c8ad63~tplv-resize:640:0.png,2129,"[8.99, 9.49]",奇瑞汽车,530,紧凑型SUV,汽油,2024.03,3年或10万公里
日产,ARIYA 艾睿雅,https://p3-dcd.byteimg.com/img/motor-mis-img/c16b1a2dfa6203ff91b2a3d20e20bceb~tplv-resize:640:0.png,2114,"[14.49, 22.79]",东风日产,531,紧凑型SUV,纯电动,2023.07,3年或10万公里
ARCFOX极狐,极狐 阿尔法S,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f1583e99b55f453f9bf9da2348eddead~tplv-resize:640:0.png,2113,"[12.98, 26.98]",北汽新能源,532,中大型车,纯电动,2024.04,3年或12万公里
江淮瑞风,瑞风E3,https://p9-dcd.byteimg.com/img/motor-mis-img/9b9b2bcb01b623c18ed53331a08ff11b~tplv-resize:640:0.png,2100,"[13.69, 20.58]",江汽集团,533,紧凑型MPV,纯电动,2024.09,3年或10万公里
丰田,奕泽IZOA,https://p3-dcd.byteimg.com/img/motor-mis-img/032f79481ca76533e7a56d98770ad4e3~tplv-resize:640:0.png,2100,"[11.48, 15.48]",一汽丰田,534,小型SUV,汽油,2023.05,3年或10万公里
远航汽车,远航H8,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/13afc68b66ff4d8092ca3e27c715823c~tplv-resize:640:0.png,2098,"[28.98, 36.98]",远航汽车,535,大型SUV,纯电动,2024.04,6年或16万公里
东风风光,风光MINIEV,https://p3-dcd.byteimg.com/img/motor-mis-img/d7c240b7c803e1ce776dddab51d26248~tplv-resize:640:0.png,2097,"[3.26, 5.91]",东风小康,536,微型车,纯电动,2022.03,3年或10万公里
荣威,荣威RX9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7118e0bee36049a283022e08e4995b36~tplv-resize:640:0.png,2087,"[17.58, 24.38]",上汽集团,537,中大型SUV,汽油,2023.03,3年或10万公里
江淮汽车,江淮QX PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5901534bebac4251a0136474f5411173~tplv-resize:640:0.png,2043,"[8.99, 18.99]",江汽集团,538,紧凑型SUV,插电式混合动力,2024.03,3年或10万公里
比亚迪,比亚迪e3,https://p3-dcd.byteimg.com/img/motor-mis-img/993f74dfdbd9feb7e14875c014b44163~tplv-resize:640:0.png,2037,"[9.88, 9.88]",比亚迪,539,紧凑型车,纯电动,2021.08,3年或10万公里
SWM斯威汽车,斯威大虎,https://p3-dcd.byteimg.com/img/motor-mis-img/58e560b3d39624fd34bf2c2fd9d0135f~tplv-resize:640:0.png,2030,"[5.99, 7.89]",SWM斯威汽车,540,中型SUV,汽油,2022.08,3年或6万公里
海马,海马8S,https://p3-dcd.byteimg.com/img/motor-mis-img/8e4dd00202765ac67a4ec8eb3c50c73f~tplv-resize:640:0.png,2002,"[7.99, 13.69]",海马汽车,541,紧凑型SUV,汽油,2020.06,5年或10万公里
上汽大通MAXUS,大家9 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/149f3cd713fb650b0414ba133fad555a~tplv-resize:640:0.png,1995,"[25.39, 40.39]",上汽大通,542,中大型MPV,纯电动,2024.08,3年或10万公里
标致,标致5008,https://p3-dcd.byteimg.com/img/motor-mis-img/1c52368ba37e8b4015e2014021d98abd~tplv-resize:640:0.png,1992,"[17.87, 19.47]",东风标致,543,中型SUV,汽油,2022.11,5年或15万公里
东风风光,风光S560,https://p9-dcd.byteimg.com/img/motor-mis-img/ff3d4636305ad260c3cb9258efcca985~tplv-resize:640:0.png,1980,"[6.79, 7.89]",东风小康,544,紧凑型SUV,汽油,2023.12,7年或15万公里
魏牌,摩卡PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0a1bc6c4ab8842c8b5726b89f9f8c604~tplv-resize:640:0.png,1949,"[18.98, 23.18]",长城汽车,545,中型SUV,插电式混合动力,2024.05,5年或15万公里
五菱汽车,五菱Air ev晴空,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c27ef5a5a234a1d8d74da44fb388893~tplv-resize:640:0.png,1936,"[5.58, 6.78]",上汽通用五菱,546,微型车,纯电动,2022.12,3年或10万公里
雪佛兰,探界者Plus,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c72150584c9144fb94b1eaa81df2b464~tplv-resize:640:0.png,1921,"[14.99, 17.99]",上汽通用雪佛兰,547,中型SUV,插电式混合动力,2024.04,3年或10万公里
东风风光,风光330,https://p3-dcd.byteimg.com/img/motor-mis-img/6f7c31bce10482b0e6b2db15654441e8~tplv-resize:640:0.png,1913,"[4.19, 6.88]",东风小康,548,紧凑型MPV,汽油,2023.10,7年或20万公里
现代,胜达,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/85040ec8dfb4469a89453da00be8a76a~tplv-resize:640:0.png,1902,"[19.08, 25.88]",北京现代,549,中型SUV,汽油,2024.08,可选：3年或15万公里/5年或10万公里/7年或7万公里
英菲尼迪,英菲尼迪QX60,https://p9-dcd.byteimg.com/img/motor-mis-img/7a627875ede9d3e13c79a4c4218a2d4a~tplv-resize:640:0.png,1900,"[30.88, 42.88]",东风英菲尼迪,550,中大型SUV,汽油,2023.11,4年或10万公里
蔚来,蔚来ES7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8fc34074ec684d1990b28b45fbf644bc~tplv-resize:640:0.png,1874,"[43.8, 51.8]",蔚来,551,中大型SUV,纯电动,2024.02,3年或12万公里
起亚,嘉华,https://p3-dcd.byteimg.com/img/motor-mis-img/c6ac1024c4633112f738ffc8fc41b52c~tplv-resize:640:0.png,1840,"[21.99, 27.09]",起亚,552,中大型MPV,汽油,2021.09,5年或10万公里
本田,e:NP1 极湃1,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/8f1fca2269d94ce289be76e6a2da2dd8~tplv-resize:640:0.png,1815,"[11.7, 16.8]",广汽本田,553,小型SUV,纯电动,2022.06,3年或12万公里
凯翼,炫界Pro EV,https://p3-dcd.byteimg.com/img/motor-mis-img/297b50a8f659602e2fd62223e67c0c2a~tplv-resize:640:0.png,1811,"[11.99, 17.66]",凯翼汽车,554,紧凑型SUV,纯电动,2023.09,3年或10万公里
吉利汽车,嘉际,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e3a74384c2814a4396c8f248855bcaf3~tplv-resize:640:0.png,1771,"[10.67, 14.28]",吉利汽车,555,紧凑型MPV,汽油,2024.07,4年或10万公里
沃尔沃,沃尔沃EX30,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/ce64263c7edf4e56bcfb02f4c5093097~tplv-resize:640:0.png,1763,"[20.08, 25.58]",沃尔沃亚太,556,小型SUV,纯电动,2024.05,3年不限公里
Polestar极星,Polestar 4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/986fd027248b4db8929ffb4df7743387~tplv-resize:640:0.png,1725,"[33.99, 39.99]",Polestar,557,中型SUV,纯电动,2023.11,3年不限公里
大众,ID.6 X,https://p3-dcd.byteimg.com/img/motor-mis-img/bc5400d7759589d05ac39a0f52362327~tplv-resize:640:0.png,1717,"[18.99, 22.39]",上汽大众,558,中大型SUV,纯电动,2023.04,3年或10万公里
睿蓝汽车,睿蓝9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7575b7c9d59f478391ec644c2ae07201~tplv-resize:640:0.png,1665,"[15.99, 19.79]",睿蓝汽车,559,中型SUV,纯电动,2022.12,4年或15万公里
SWM斯威汽车,斯威G05,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/157f8ba74a1f4acfbf479c3455e12ab2~tplv-resize:640:0.png,1637,"[8.69, 12.98]",SWM斯威汽车,561,中型SUV,汽油,2023.01,3年或6万公里
极氪,ZEEKR MIX,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c10237011403464c8c5a14efd8a6a72b~tplv-resize:640:0.png,1633,"[27.99, 29.99]",极氪,562,中型MPV,纯电动,2024.10,4年或10万公里
欧拉,欧拉芭蕾猫,https://p3-dcd.byteimg.com/img/motor-mis-img/0bedfedf47aa941755f9ae70f4b0233b~tplv-resize:640:0.png,1603,"[14.98, 17.98]",长城汽车,563,紧凑型车,纯电动,2023.04,4年或15万公里
凯迪拉克,凯迪拉克CT4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5312e1be61924f1988aaf45a2d8bfbb0~tplv-resize:640:0.png,1602,"[16.97, 20.97]",上汽通用凯迪拉克,564,中型车,汽油,2022.11,3年不限里程
北京汽车制造厂,元宝,https://p3-dcd.byteimg.com/img/motor-mis-img/99bb51329fafa5120ad763c8e97a3c22~tplv-resize:640:0.png,1584,"[2.97, 5.19]",北京汽车制造厂,565,微型车,纯电动,2023.03,3年或10万公里
smart,smart精灵#5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/169f8bed46ca4dffb6de5e7e8a543625~tplv-resize:640:0.png,1572,"[22.99, 36.8]",smart,566,中型SUV,纯电动,2024.10,4年或15万公里
合创汽车,合创A06,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/6ed97fb37fb446c2bfc1ed3f142f8015~tplv-resize:640:0.png,1520,"[13.98, 26.98]",合创汽车,567,中型车,纯电动,2023.11,4年或15万公里
LEVC翼真汽车,翼真L380,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/9c751691031c4913acc0f2bed915dba9~tplv-resize:640:0.png,1503,"[37.99, 47.99]",LEVC,568,中大型MPV,纯电动,2024.06,5年或15万公里
起亚,起亚K5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/aaa0dfa7b6114885bc223232d651a0e8~tplv-resize:640:0.png,1503,"[11.98, 16.98]",起亚,569,中型车,汽油,2024.09,可选:[3年或15万公里][5年或10万公里][7年或7万公里]
大众,途观L PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/78839f72969927901241f358c5115d2c~tplv-resize:640:0.png,1502,"[22.91, 24]",上汽大众,570,中型SUV,插电式混合动力,2022.08,3年或10万公里
名爵,MG ES5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/55fa728d5fb94bd395db6a5bbf6241d6~tplv-resize:640:0.png,1492,"[10.39, 13.39]",上汽集团,571,紧凑型SUV,纯电动,2024.11,3年或10万公里
雪佛兰,开拓者,https://p9-dcd.byteimg.com/img/motor-mis-img/87022b02e646f4a4204f2cb8f323d5ca~tplv-resize:640:0.png,1473,"[16.99, 25.19]",上汽通用雪佛兰,572,中大型SUV,48V轻混系统,2023.07,3年或10万公里
江淮瑞风,瑞风RF8 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/809daf18f7fc4be1b137dd84e32a34ab~tplv-resize:640:0.png,1469,"[20.99, 25.99]",江汽集团,573,中大型MPV,插电式混合动力,2024.09,5年或10万公里
东风风行,风行雷霆,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/208be4380d144330a1968e5c32356d41~tplv-resize:640:0.png,1451,"[9.98, 22.49]",东风风行,574,紧凑型SUV,纯电动,2024.04,8年或16万公里
腾势,腾势Z9GT EV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1fbd29e0eb5e446fb6a278ed7f2fb73e~tplv-resize:640:0.png,1424,"[35.48, 38.48]",腾势汽车,575,中大型车,纯电动,2024.09,6年或15万公里
名爵,MG6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e79a397f178a42b2a125fea383e0c777~tplv-resize:640:0.png,1332,"[9.78, 12.78]",上汽集团,576,紧凑型车,汽油,2023.04,3年或10万公里
北京汽车制造厂,勇士,https://p3-dcd.byteimg.com/img/motor-mis-img/dcf664514941d152d7c6466649b34f29~tplv-resize:640:0.png,1331,"[10.68, 14.88]",北京汽车制造厂,577,紧凑型SUV,汽油,2021.05,3年或6万公里
